id,课程名,封面地址,课程时长,课程价格,课程简介,讲师,地址
88,PHP扩展安装指南,https://www.imooc.com/learn/757, 1小时51分,免费,简介：PHP扩展作为构建PHP的重要组成部分，可以让我们快速扩展PHP的功能，使得PHP对各种工具的支持有了较好的依托。本课程从全面认识PHP扩展开始，深入探讨PHP扩展安装步骤，并且通过实战课程进一步加深PHP扩展的管理和安装。,PHPChina春阳,https://www.imooc.com/video/13445
89,Dwr实现JAVA服务器端向客户端推送消息,https://www.imooc.com/learn/784,58分,免费,简介：在实际项目中经常会遇到服务器端向单个客户端或多个客户端推送消息的需求，dwr配置简单，代码简洁，功能强大，在很多项目中得到广泛的应用。本课程不仅介绍了dwr的产生、应用、配置，更以实战模拟项目演示了dwr的强大与魅力。,小猪,https://www.imooc.com/video/13892
90,Android基础教程-SQLite高级操作,https://www.imooc.com/learn/749, 1小时39分,免费,简介：本课程主要给大家讲解Sqlite数据库中的查询操作，与数据库相关的数据库的适配器，事务的操作以及数据的分页加载,Summer321,https://www.imooc.com/video/13295
91,JMeter之HTTP协议接口性能测试,https://www.imooc.com/learn/791, 2小时14分,免费,简介：接口的测试，并不仅仅是掌握某一种工具。工具是死的，并且是多种多样的，本课程通过层层剖析的方式来帮助同学们了解http协议，让学习的同学并不仅仅会做接口的功能和性能测试，并且能够了解什么是真正的接口，消除歧义。慕课网测试交流群559506833,大周,https://www.imooc.com/video/13935
92,Web UI设计理论入门,https://www.imooc.com/learn/794, 2小时24分,免费,"简介：网页在我们生活中已经占据了重要地位,相对于移动端，web的优点是信息展示更具多样性。我们在课程中为大家详细的剖析web的特征属性、构成、设计逻辑等，为webUI设计提供扎实的理论基础。",Pizza.W,https://www.imooc.com/video/14003
93,微服务架构在二手交易平台（转转）中的实践,https://www.imooc.com/learn/785,51分,免费,简介：本课程是大会分享内容，讲述了微服务架构在转转(58集团)的落地实践。,musicml,https://www.imooc.com/video/14209
94,Yarn构建工具入门基础,https://www.imooc.com/learn/766, 1小时 0分,免费,简介：facebook在npm之后又造了一个包管理器轮子，前端顿时刷遍朋友圈。究竟什么是Yarn，使用yarn有什么npm暂时不能提供的优势和好处呢？本课程带你一起来了解yarn的基本工作流，以及Yarn的常用命令，介绍了Yarn的优势和特性是什么，带你玩转yarn。,qbaty,https://www.imooc.com/video/13852
95,iOS开发之Realm数据库,https://www.imooc.com/learn/797,43分,免费,简介：本门课程主要讲解Realm数据库的安装，Realm数据库的基本操作，并且通过一些实例来完成数据的增删改查，以及数据库的基本配置。让你从开始接触到上手使用，只需短短几分钟。,zsy78191,https://www.imooc.com/video/14042
96,Axure入门初体验,https://www.imooc.com/learn/795, 4小时25分,免费,简介：Axure非常适合产品经理、运营经理、项目经理、交互设计师、UI设计师、开发工程师等IT岗位以及想投身互联网产品行业的学员深入学习。但Axure原型仅是用来梳理产品逻辑、更好表达需求的工具，学习软件的同时，更要注意互联网产品思维的训练。老师相关实战课《移动端AppUI设计入门与实战》也已经上线：https://coding.imooc.com/class/159.html,何云山,https://www.imooc.com/video/14072
97,Android视频播放器,https://www.imooc.com/learn/788, 2小时 0分,免费,简介：本课程主要讲解Android系统自带的视频播放器来播放本地视频和网络视频，同时也讲解自定义播放器实现视频播放，包括视频亮度的调节，声音大小的改变和横竖屏的切换以及在开发中常见的一些问题,Smile浅笑,https://www.imooc.com/video/14021
98,微信授权登录,https://www.imooc.com/learn/713, 1小时 0分,免费,简介：本课程首先会对微信授权登录的基础知识进行介绍，然后分别介绍基于微信公众号和基于开放平台的登录，最后介绍公众号和开发平台如何关联。,biJava,https://www.imooc.com/video/14023
99,自动化测试之selenium工具使用,https://www.imooc.com/learn/792, 2小时50分,免费,简介：了解selenium自动化测试没有那么难，本门课程从0开始带你走进自动化测试大门。从怎么做自动化测试到环境的搭建，以及最后对selenium中常用api的熟悉，让你对自动化不再陌生。,Mushishi,https://www.imooc.com/video/13952
100,即时通讯项目里面的语音处理-基础实现篇,https://www.imooc.com/learn/739, 1小时14分,免费,简介：安卓声音录制与播放功能实现，包括录制到文件、播放文件，可以实现类似于微信的语音消息发送与播放，还包括录制到字节流，从字节流播放，可以实现视频直播/实时对讲功能中的声音录制和播放。Android大牛齐聚之地，这里总有人为你答疑解惑！慕课网Android讨论群556384357,Piasy,https://www.imooc.com/video/13111
101,RBAC打造通用web管理权限,https://www.imooc.com/learn/799, 2小时43分,免费,简介：RBAC是商业系统中最常见的权限管理技术之一。RBAC是一种思想，任何编程语言都可以实现，其成熟简单的控制思想越来越受广大开发人员喜欢。本课将通过理论部分和实战部分详细介绍RBAC的基础知识、原理及RBAC的完整实现过程，并演示RBAC的应用场景。,编程浪子,https://www.imooc.com/video/14128
102,webpack深入与实战,https://www.imooc.com/learn/802, 3小时21分,免费,简介：随着模块化开发的普及，webpack已经越来越成为一个前端项目的标配，本课程介绍了如何在项目中使用webpack打包文件，处理各种资源，以及配置开发环境，上线环境等，通过实际的例子来讲解webpack的使用方法，带你探索webpack强大的功能。,qbaty,https://www.imooc.com/video/14184
103,重定向和伪静态在网站中的应用,https://www.imooc.com/learn/798, 2小时33分,免费,简介：伪静态是SEO重要的方法，通过重定向来实现，并且可以通过重定向来隐藏网站的技术，过滤异常访问。本课分为两部分，前半部分详细介绍Apache重定向的基础知识，后半部分通过多个实际案例再次加深对重定向的理解，并且会演示各种重定向设置后的实际效果。,夏曹俊,https://www.imooc.com/video/14094
104,Android依赖管理与私服搭建,https://www.imooc.com/learn/800,59分,免费,简介：本课程讲的是Android依赖管理与私服搭建，首先会对Android依赖管理做一个简单介绍，让大家有个初步认识，然后为大家讲解Android依赖的多种引入方式，接着只如何在不同的平台下搭建自己的私服以及如何创建个人代码仓库，最后对课程内容进行总结。,傅猿猿,https://www.imooc.com/video/14148
105,vagrant打造跨平台可移动的开发环境,https://www.imooc.com/learn/805, 2小时25分,免费,"简介：Vagrant目前是国内互联网公司应用最多的内部开发环境工具。Vagrant是我们开发者的福音，使我们完全摆脱了重复配置环境的处境。Vagrant简单的配置，丰富的自动化脚本资源以及分享的便捷性都是我们应该学习的思想，节省开发人员的大量准备工作时间,使开发人员更专注公司业务开发。本课程分为理论和实践两部分，理论部分主要讲解Vagrnat的好处和基本命令，实战阶段通过实战案例为大家讲解Vagrant配置开发环境的全过程。",编程浪子,https://www.imooc.com/video/14210
106,iOS之ReactiveCocoa框架,https://www.imooc.com/learn/807, 1小时25分,免费,简介：ReactiveCocoa为事件提供了很多处理方法，而且利用RAC处理事件很方便，可以把要处理的事情和监听的事情的代码放在一起，这样非常方便我们管理，就不需要跳到对应的方法里。而本门课程就会教大家如何灵活运用ReactiveCocoa。,zsy78191,https://www.imooc.com/video/14248
107,不一样的自定义实现轮播图效果,https://www.imooc.com/learn/793, 2小时21分,免费,简介：实现轮播图效果，从无到有，一步步带你走进自定义布局控件的世界，项目案例穿插知识点去讲解，让你真正会懂会用！Android大牛齐聚之地，这里总有人为你答疑解惑！慕课网Android讨论群556384357,爱好代码,https://www.imooc.com/video/13977
108,Java实现邮箱验证,https://www.imooc.com/learn/770, 1小时20分,免费,简介：本课程主要介绍如何使用JavaMail进行邮箱验证！首先会介绍邮件收发过程和环境搭建；然后介绍如何用代码实现邮箱验证，包括用户注册的实现和发送邮件激活等功能！,慕神,https://www.imooc.com/video/14257
109,Android记账本,https://www.imooc.com/learn/803, 1小时57分,免费,简介：本课程是一个案例课程，主要讲解数据库和第三方库图标的使用,eclipse_xu,https://www.imooc.com/video/14201
110,Java模板引擎之Freemarker,https://www.imooc.com/learn/801, 1小时57分,免费,简介：在web开发框架中，MVC模式是最常用的设计模式。企业web应用基本都会用到。Freemarker的设计可以用来生成HTML。它语法简单、功能强大、灵活，宏模板可复用，是互联网前端很常用的技术。而且Spring对Freemarker的整合也很nice。所以是web开发人员必要掌握的技术之一。,Coder10Net,https://www.imooc.com/video/14158
111,C#面向对象编程,https://www.imooc.com/learn/806, 3小时17分,免费,简介：本系列课程主要学习c#的面向对象编的编程思想、编程技巧，以及继承、多态、静态类、接口、重载运算符、泛型和委托知识点。通过一个宠物商店的简单案例，贯穿整个课程，让学习变得轻松有趣！,kong66,https://www.imooc.com/video/14222
112,JSON快速入门（Java版）,https://www.imooc.com/learn/523, 1小时12分,免费,简介：当我们把服务器的数据传输到web前端或者移动端进行显示时，一般情况下，会选择JSON格式的数据，因此JSON在开发中的应用还是十分广泛的。本门课程就为大家带来常用的JSON和GSON的使用。包括概念、适用场景、数据的生成和解析等。,李广,https://www.imooc.com/video/12673
113,美女带你走入LR性能测试框架基础,https://www.imooc.com/learn/714, 1小时55分,免费,简介：性能测试的实施不仅仅是掌握LoadRunner即可，还需要进行性能测试设计与性能测试构建实施等。本课程的目标就是帮助各位朋友提高实战能力，让性能测试落地，接地气，课程中会拿实际案例作为分析手段进行演练，增强动手操作技能。项目实战进阶推荐课程！！！性能测试LoadRunner工具实战-慕课网实战http://coding.imooc.com/class/127.html,石清露,https://www.imooc.com/video/13164
